29.0880,28.9573,-4.8710,-4.2824,-3.7490,-3.1693,-3.3642,-3.3748,-2.6102,-2.9780,-2.4482,-2.9881,-2.9441,-2.3626,-2.3533,-2.1946,-2.1740,-2.3763,-2.5629,-2.6336,-2.0087,-2.2872,-2.1409,-1.6608,-1.9391,-1.9984,-1.9507,-2.2337,-2.2117,-1.6431,-2.0156,-1.8105,-1.4600,-1.9274,-1.8533,-1.6007,-3.5363,-3.4246,-2.7821,-1.3932,-3.6798,-4.6165,-1.6171,-2.5187
28.9573,30.2947,-4.9122,-4.3587,-3.7222,-3.2542,-3.5377,-3.4872,-2.6660,-3.0095,-2.4183,-3.0508,-3.0603,-2.4168,-2.4019,-2.2522,-2.2040,-2.3901,-2.6504,-2.6368,-2.0916,-2.3625,-2.1006,-1.7015,-2.0575,-2.0522,-2.0255,-2.2170,-2.3258,-1.8109,-2.1061,-1.8263,-1.5316,-1.9302,-1.8602,-1.7184,-3.3334,-3.4540,-3.0144,-1.2346,-4.0484,-4.6434,-2.2372,-2.6922
-4.8710,-4.9122,6.9538,-0.0036,0.2981,0.0516,0.3179,0.3797,0.1186,0.3885,-0.1243,0.2297,-0.0911,0.0612,0.1829,-0.0276,0.2536,0.3215,-0.0270,-0.0360,0.1115,0.0813,0.1935,-0.1586,0.0437,0.2846,0.1373,0.4651,0.2055,0.2419,0.3124,0.3693,-0.0184,0.3996,0.2168,0.3178,-1.0278,0.6068,-0.2967,-0.6415,-0.1489,1.9871,0.0657,2.7413
-4.2824,-4.3587,-0.0036,6.8377,0.3185,-0.0557,0.2841,0.3284,0.1209,0.0889,-0.0276,0.3376,0.0049,0.2215,0.2803,0.2006,0.0963,-0.0492,0.0789,0.0365,0.0396,0.2319,0.1245,0.3458,0.2567,0.3104,0.3446,-0.0464,0.3078,0.2821,0.0767,0.2147,0.1073,0.2153,0.1816,0.1367,3.9082,-0.1112,0.6753,-0.1691,-0.0390,1.2616,1.2598,0.4665
-3.7490,-3.7222,0.2981,0.3185,6.4164,0.3515,0.0329,-0.1757,-0.0116,-0.1058,0.2747,-0.0537,0.3538,0.1181,-0.0141,0.1106,0.0877,0.1101,0.2490,0.4391,0.0626,0.0997,0.0142,0.2005,0.3153,0.3664,0.1376,0.1367,0.0842,0.1499,0.4049,0.1741,0.0542,0.3552,0.2727,0.0674,0.7411,-0.0573,2.4651,1.6366,-0.3635,-1.0471,1.2423,-0.0224
-3.1693,-3.2542,0.0516,-0.0557,0.3515,6.3804,0.1946,0.2387,0.1903,0.0687,0.0968,0.3815,-0.0813,0.0677,0.0683,0.0154,0.1858,0.1705,-0.0282,0.1052,0.0784,-0.1404,0.2291,0.0455,0.0430,0.1142,0.1163,0.2053,0.3749,0.0925,0.2211,0.0139,0.2401,0.1673,0.2543,0.2177,0.6693,2.9746,0.7056,0.5782,-0.2195,-0.1648,-0.9354,0.2325
-3.3642,-3.5377,0.3179,0.2841,0.0329,0.1946,6.6037,0.0212,0.0513,-0.0408,0.2256,0.0512,0.2021,0.0825,0.1892,0.2105,-0.0233,-0.0151,0.4213,0.2329,-0.0564,0.2011,0.1367,-0.1150,0.2260,0.0411,0.0758,0.0629,0.1063,0.2831,0.2128,0.0318,0.0791,0.2122,0.1005,0.1986,-0.4579,-0.0034,0.1834,0.1000,1.3844,0.7154,-0.7223,-0.2551
-3.3748,-3.4872,0.3797,0.3284,-0.1757,0.2387,0.0212,6.2198,-0.0304,-0.0256,0.3406,-0.0110,0.3645,0.3006,0.0666,0.1274,0.1955,-0.0610,0.3102,0.3150,-0.0100,0.3099,0.1091,0.3791,0.2330,0.3448,0.1388,0.3323,0.2271,0.3874,0.2587,0.2156,0.3925,0.3368,0.3662,0.1627,0.7555,-0.1616,0.4455,1.5225,0.1605,0.2479,-1.7246,-0.7371
-2.6102,-2.6660,0.1186,0.1209,-0.0116,0.1903,0.0513,-0.0304,6.3284,-0.0181,-0.0295,0.1069,0.2564,0.0809,0.0744,0.0675,0.2288,-0.0904,-0.1051,0.2500,0.0218,0.6584,0.0568,0.0928,0.1668,0.1229,0.0831,0.0904,0.2086,0.0676,0.1413,0.1583,0.0931,0.2674,0.1670,0.0108,0.4194,-0.4766,-0.6038,0.2265,-0.0394,0.8645,-0.0656,0.1321
-2.9780,-3.0095,0.3885,0.0889,-0.1058,0.0687,-0.0408,-0.0256,-0.0181,5.9381,0.2798,-0.3188,0.1320,0.0380,-0.1616,-0.1849,0.0625,-0.0141,0.2116,0.0219,-0.0709,0.2861,0.0311,-0.1702,0.0387,-0.0874,-0.0245,0.0691,-0.4652,0.0842,-0.1470,0.2587,-0.1608,0.1973,0.1627,-0.0969,0.4097,-0.3025,0.3101,0.0874,0.2559,-0.7574,3.1441,-0.1086
-2.4482,-2.4183,-0.1243,-0.0276,0.2747,0.0968,0.2256,0.3406,-0.0295,0.2798,6.0707,0.2838,0.0639,0.0745,-0.0824,0.1184,0.0941,0.1579,-0.1845,0.3549,0.1150,0.1084,-0.0092,0.0747,-0.2274,0.0836,0.2319,0.0342,0.1643,-0.0126,0.0691,0.0216,0.1375,0.1536,0.0492,0.1625,-1.0012,0.5218,-0.1170,-0.1497,-0.1537,4.0961,0.4973,-0.5468
-2.9881,-3.0508,0.2297,0.3376,-0.0537,0.3815,0.0512,-0.0110,0.1069,-0.3188,0.2838,6.0575,0.2794,0.1030,-0.0537,0.1577,0.1214,0.1243,0.3099,0.3331,0.0133,0.3208,0.0277,0.3748,0.4884,0.2154,0.0336,0.0671,0.1633,0.1593,0.2303,0.2566,0.0737,0.0316,0.1830,0.1056,-0.4751,0.2466,0.8192,0.1216,0.0221,-0.9819,0.0066,0.2982
-2.9441,-3.0603,-0.0911,0.0049,0.3538,-0.0813,0.2021,0.3645,0.2564,0.1320,0.0639,0.2794,6.1059,0.1074,-0.0178,0.2643,0.2222,0.2572,-0.1523,0.0379,0.0715,0.1147,0.2104,0.1748,-0.0071,0.1070,0.3317,0.0887,0.0660,0.1347,0.1295,0.0163,0.0424,0.2205,0.2058,0.1607,0.1503,0.2448,0.4444,-0.9663,1.3113,-0.4529,-2.1282,-1.1739
-2.3626,-2.4168,0.0612,0.2215,0.1181,0.0677,0.0825,0.3006,0.0809,0.0380,0.0745,0.1030,0.1074,5.9745,0.3149,0.1281,0.2078,0.0187,0.0581,0.2066,0.0336,0.1497,0.1198,0.2703,0.2102,0.0502,0.0494,0.0304,0.0174,0.2509,-0.0226,0.1724,0.3454,0.1049,0.0075,0.1302,0.1650,1.2869,-0.1556,0.8892,0.8783,0.8724,0.5180,1.0570
-2.3533,-2.4019,0.1829,0.2803,-0.0141,0.0683,0.1892,0.0666,0.0744,-0.1616,-0.0824,-0.0537,-0.0178,0.3149,5.7562,0.1220,0.2463,-0.0379,0.0334,0.2208,-0.2604,0.0675,0.0167,0.0592,0.1514,0.1775,0.2278,0.0263,0.3045,0.0238,-0.3392,-0.1217,-0.0275,0.1524,0.1150,-0.0984,-0.6162,1.0851,0.9253,0.0215,3.7339,0.4419,-0.8278,0.5945
-2.1946,-2.2522,-0.0276,0.2006,0.1106,0.0154,0.2105,0.1274,0.0675,-0.1849,0.1184,0.1577,0.2643,0.1281,0.1220,6.0403,-0.0026,0.0731,0.1873,0.3310,0.0333,-0.0364,-0.0162,0.2757,0.3997,0.0764,0.1443,0.0032,0.1533,0.0958,-0.0325,-0.0877,-0.1763,0.1785,0.2876,0.1244,0.2668,-0.1173,0.1637,0.0148,-0.7050,0.1755,0.8416,-0.3972
-2.1740,-2.2040,0.2536,0.0963,0.0877,0.1858,-0.0233,0.1955,0.2288,0.0625,0.0941,0.1214,0.2222,0.2078,0.2463,-0.0026,5.8456,0.0632,0.1120,0.2446,-0.0043,0.0635,-0.0521,-0.1763,0.2883,0.1834,0.2430,0.1686,0.1796,0.3155,0.1700,0.0149,-0.0107,0.0974,0.2196,0.0196,0.7458,0.9006,0.5122,0.0827,0.7772,0.8409,-0.0212,4.2020
-2.3763,-2.3901,0.3215,-0.0492,0.1101,0.1705,-0.0151,-0.0610,-0.0904,-0.0141,0.1579,0.1243,0.2572,0.0187,-0.0379,0.0731,0.0632,5.7875,0.1111,0.1257,0.0827,0.2895,0.1260,0.0468,0.1833,0.0268,0.0166,0.1078,0.1397,0.1186,0.0498,0.0682,0.1077,0.1084,0.1027,0.0319,0.7572,-0.1275,-0.2716,-0.7599,-0.1161,0.6389,-1.5362,-0.2070
-2.5629,-2.6504,-0.0270,0.0789,0.2490,-0.0282,0.4213,0.3102,-0.1051,0.2116,-0.1845,0.3099,-0.1523,0.0581,0.0334,0.1873,0.1120,0.1111,5.9987,0.0240,0.0755,0.0818,-0.1030,-0.0644,0.0057,0.1497,0.1401,0.0026,0.1411,-0.0568,0.0228,-0.1384,0.1891,0.1363,0.1284,0.0389,-0.9806,0.5795,0.0933,-0.5807,-0.8149,1.3242,-1.9076,-0.7820
-2.6336,-2.6368,-0.0360,0.0365,0.4391,0.1052,0.2329,0.3150,0.2500,0.0219,0.3549,0.3331,0.0379,0.2066,0.2208,0.3310,0.2446,0.1257,0.0240,6.0498,0.2617,-0.0253,0.0709,0.1909,0.0914,0.1139,0.3081,-0.1650,0.0480,0.0457,0.1270,0.1220,0.0405,-0.1377,0.0786,0.1124,0.5436,0.1439,0.4072,0.2284,0.4053,0.2982,-0.3656,-0.0376
-2.0087,-2.0916,0.1115,0.0396,0.0626,0.0784,-0.0564,-0.0100,0.0218,-0.0709,0.1150,0.0133,0.0715,0.0336,-0.2604,0.0333,-0.0043,0.0827,0.0755,0.2617,5.7630,0.2088,0.0184,0.0501,0.1749,-0.0242,-0.1687,0.0629,0.4276,-0.0346,0.2984,-0.0655,-0.2467,0.0653,0.0713,0.1162,0.9797,0.0973,-0.2507,0.8337,0.0804,1.6353,0.2081,-1.2160
-2.2872,-2.3625,0.0813,0.2319,0.0997,-0.1404,0.2011,0.3099,0.6584,0.2861,0.1084,0.3208,0.1147,0.1497,0.0675,-0.0364,0.0635,0.2895,0.0818,-0.0253,0.2088,6.5089,0.2003,0.1354,0.0485,0.0677,0.1683,0.0476,-0.0183,0.0021,0.2488,0.0059,0.0387,0.0484,0.0494,-0.0434,0.5854,0.4176,0.2059,-1.6310,0.5110,-0.3041,-1.1302,-0.8551
-2.1409,-2.1006,0.1935,0.1245,0.0142,0.2291,0.1367,0.1091,0.0568,0.0311,-0.0092,0.0277,0.2104,0.1198,0.0167,-0.0162,-0.0521,0.1260,-0.1030,0.0709,0.0184,0.2003,5.7541,-0.0622,0.0471,0.0960,0.1184,0.3505,0.0774,0.1527,-0.1471,-0.1593,-0.1245,-0.0708,-0.0305,-0.0478,-0.5328,0.6890,0.0015,-0.4707,-0.4968,0.9179,-0.4969,0.5026
-1.6608,-1.7015,-0.1586,0.3458,0.2005,0.0455,-0.1150,0.3791,0.0928,-0.1702,0.0747,0.3748,0.1748,0.2703,0.0592,0.2757,-0.1763,0.0468,-0.0644,0.1909,0.0501,0.1354,-0.0622,5.6032,0.1068,-0.0448,0.3376,0.1806,0.0344,-0.0201,-0.0817,0.1138,0.2223,-0.0446,0.2345,-0.1788,0.2045,0.5800,0.4003,0.1196,1.0243,1.0895,-0.0266,0.0988
-1.9391,-2.0575,0.0437,0.2567,0.3153,0.0430,0.2260,0.2330,0.1668,0.0387,-0.2274,0.4884,-0.0071,0.2102,0.1514,0.3997,0.2883,0.1833,0.0057,0.0914,0.1749,0.0485,0.0471,0.1068,5.6579,0.1227,0.1510,-0.0514,0.1842,0.0572,0.1764,0.1240,-0.1545,0.3390,0.1044,0.1569,0.0578,0.6179,0.1269,-0.0232,0.0739,0.3157,-0.1926,-1.0038
-1.9984,-2.0522,0.2846,0.3104,0.3664,0.1142,0.0411,0.3448,0.1229,-0.0874,0.0836,0.2154,0.1070,0.0502,0.1775,0.0764,0.1834,0.0268,0.1497,0.1139,-0.0242,0.0677,0.0960,-0.0448,0.1227,5.5066,-0.0759,0.1626,0.0230,0.0409,-0.1553,0.4511,-0.0115,0.1759,-0.1022,0.1753,0.2921,0.2177,0.4563,-0.5204,1.0406,0.2398,-0.9468,-0.2946
-1.9507,-2.0255,0.1373,0.3446,0.1376,0.1163,0.0758,0.1388,0.0831,-0.0245,0.2319,0.0336,0.3317,0.0494,0.2278,0.1443,0.2430,0.0166,0.1401,0.3081,-0.1687,0.1683,0.1184,0.3376,0.1510,-0.0759,5.4723,0.0947,0.1150,-0.0152,0.0205,0.3005,-0.0146,0.2045,-0.1185,0.1611,0.5061,-0.1484,0.3198,0.1131,0.0763,0.3528,0.4918,0.0614
-2.2337,-2.2170,0.4651,-0.0464,0.1367,0.2053,0.0629,0.3323,0.0904,0.0691,0.0342,0.0671,0.0887,0.0304,0.0263,0.0032,0.1686,0.1078,0.0026,-0.1650,0.0629,0.0476,0.3505,0.1806,-0.0514,0.1626,0.0947,5.7300,0.0162,0.1818,-0.1838,0.4655,0.0661,0.2023,0.1559,0.6054,0.4711,0.1292,-0.6359,-0.6748,1.0694,0.2648,-0.0181,0.1605
-2.2117,-2.3258,0.2055,0.3078,0.0842,0.3749,0.1063,0.2271,0.2086,-0.4652,0.1643,0.1633,0.0660,0.0174,0.3045,0.1533,0.1796,0.1397,0.1411,0.0480,0.4276,-0.0183,0.0774,0.0344,0.1842,0.0230,0.1150,0.0162,5.0695,-0.0523,0.5912,-0.2943,0.3614,-0.0950,0.1027,0.5295,-0.4638,0.4998,0.3429,-0.3286,0.1728,-0.5656,0.8350,-0.0265
-1.6431,-1.8109,0.2419,0.2821,0.1499,0.0925,0.2831,0.3874,0.0676,0.0842,-0.0126,0.1593,0.1347,0.2509,0.0238,0.0958,0.3155,0.1186,-0.0568,0.0457,-0.0346,0.0021,0.1527,-0.0201,0.0572,0.0409,-0.0152,0.1818,-0.0523,5.2592,0.3372,-0.1764,0.1425,0.1241,-0.0303,-0.0961,-0.3952,0.4405,-0.0721,-0.1596,-0.1644,0.1915,0.2881,0.2828
-2.0156,-2.1061,0.3124,0.0767,0.4049,0.2211,0.2128,0.2587,0.1413,-0.1470,0.0691,0.2303,0.1295,-0.0226,-0.3392,-0.0325,0.1700,0.0498,0.0228,0.1270,0.2984,0.2488,-0.1471,-0.0817,0.1764,-0.1553,0.0205,-0.1838,0.5912,0.3372,5.1108,-0.3531,-0.0513,0.1999,0.2574,0.2732,0.3980,0.0776,-0.0596,0.9858,0.4708,0.6294,0.1808,-0.1059
-1.8105,-1.8263,0.3693,0.2147,0.1741,0.0139,0.0318,0.2156,0.1583,0.2587,0.0216,0.2566,0.0163,0.1724,-0.1217,-0.0877,0.0149,0.0682,-0.1384,0.1220,-0.0655,0.0059,-0.1593,0.1138,0.1240,0.4511,0.3005,0.4655,-0.2943,-0.1764,-0.3531,4.9859,0.1615,-0.3577,0.5237,0.5906,0.2748,0.0460,0.1718,0.0218,0.5295,-0.9835,-0.3710,-0.6156
-1.4600,-1.5316,-0.0184,0.1073,0.0542,0.2401,0.0791,0.3925,0.0931,-0.1608,0.1375,0.0737,0.0424,0.3454,-0.0275,-0.1763,-0.0107,0.1077,0.1891,0.0405,-0.2467,0.0387,-0.1245,0.2223,-0.1545,-0.0115,-0.0146,0.0661,0.3614,0.1425,-0.0513,0.1615,4.9504,0.1853,0.0964,-0.0093,0.0566,0.2187,-0.0500,-0.6006,0.1505,0.0535,-0.4609,-0.2806
-1.9274,-1.9302,0.3996,0.2153,0.3552,0.1673,0.2122,0.3368,0.2674,0.1973,0.1536,0.0316,0.2205,0.1049,0.1524,0.1785,0.0974,0.1084,0.1363,-0.1377,0.0653,0.0484,-0.0708,-0.0446,0.3390,0.1759,0.2045,0.2023,-0.0950,0.1241,0.1999,-0.3577,0.1853,4.4066,0.3646,0.2840,0.5792,0.0035,-0.1257,0.1639,0.1783,-0.0883,0.1056,-0.1550
-1.8533,-1.8602,0.2168,0.1816,0.2727,0.2543,0.1005,0.3662,0.1670,0.1627,0.0492,0.1830,0.2058,0.0075,0.1150,0.2876,0.2196,0.1027,0.1284,0.0786,0.0713,0.0494,-0.0305,0.2345,0.1044,-0.1022,-0.1185,0.1559,0.1027,-0.0303,0.2574,0.5237,0.0964,0.3646,4.3101,-0.0197,0.1843,0.2528,-0.5488,-0.6315,0.7868,0.2655,-0.2818,0.1924
-1.6007,-1.7184,0.3178,0.1367,0.0674,0.2177,0.1986,0.1627,0.0108,-0.0969,0.1625,0.1056,0.1607,0.1302,-0.0984,0.1244,0.0196,0.0319,0.0389,0.1124,0.1162,-0.0434,-0.0478,-0.1788,0.1569,0.1753,0.1611,0.6054,0.5295,-0.0961,0.2732,0.5906,-0.0093,0.2840,-0.0197,4.3637,0.2470,-0.2845,0.1010,0.2037,-0.5209,-0.4026,-0.3872,-0.5679
-3.5363,-3.3334,-1.0278,3.9082,0.7411,0.6693,-0.4579,0.7555,0.4194,0.4097,-1.0012,-0.4751,0.1503,0.1650,-0.6162,0.2668,0.7458,0.7572,-0.9806,0.5436,0.9797,0.5854,-0.5328,0.2045,0.0578,0.2921,0.5061,0.4711,-0.4638,-0.3952,0.3980,0.2748,0.0566,0.5792,0.1843,0.2470,11.4933,-0.0609,0.9817,1.0427,-0.2548,-0.3628,0.5737,-1.0899
-3.4246,-3.4540,0.6068,-0.1112,-0.0573,2.9746,-0.0034,-0.1616,-0.4766,-0.3025,0.5218,0.2466,0.2448,1.2869,1.0851,-0.1173,0.9006,-0.1275,0.5795,0.1439,0.0973,0.4176,0.6890,0.5800,0.6179,0.2177,-0.1484,0.1292,0.4998,0.4405,0.0776,0.0460,0.2187,0.0035,0.2528,-0.2845,-0.0609,6.3651,0.8765,0.0854,1.1462,2.3242,-0.4473,1.9745
-2.7821,-3.0144,-0.2967,0.6753,2.4651,0.7056,0.1834,0.4455,-0.6038,0.3101,-0.1170,0.8192,0.4444,-0.1556,0.9253,0.1637,0.5122,-0.2716,0.0933,0.4072,-0.2507,0.2059,0.0015,0.4003,0.1269,0.4563,0.3198,-0.6359,0.3429,-0.0721,-0.0596,0.1718,-0.0500,-0.1257,-0.5488,0.1010,0.9817,0.8765,5.1939,1.4456,1.1755,-0.9232,1.2523,1.2422
-1.3932,-1.2346,-0.6415,-0.1691,1.6366,0.5782,0.1000,1.5225,0.2265,0.0874,-0.1497,0.1216,-0.9663,0.8892,0.0215,0.0148,0.0827,-0.7599,-0.5807,0.2284,0.8337,-1.6310,-0.4707,0.1196,-0.0232,-0.5204,0.1131,-0.6748,-0.3286,-0.1596,0.9858,0.0218,-0.6006,0.1639,-0.6315,0.2037,1.0427,0.0854,1.4456,0.0000,0.3359,-0.3723,2.9078,0.8378
-3.6798,-4.0484,-0.1489,-0.0390,-0.3635,-0.2195,1.3844,0.1605,-0.0394,0.2559,-0.1537,0.0221,1.3113,0.8783,3.7339,-0.7050,0.7772,-0.1161,-0.8149,0.4053,0.0804,0.5110,-0.4968,1.0243,0.0739,1.0406,0.0763,1.0694,0.1728,-0.1644,0.4708,0.5295,0.1505,0.1783,0.7868,-0.5209,-0.2548,1.1462,1.1755,0.3359,0.0000,0.6211,1.4605,2.5565
-4.6165,-4.6434,1.9871,1.2616,-1.0471,-0.1648,0.7154,0.2479,0.8645,-0.7574,4.0961,-0.9819,-0.4529,0.8724,0.4419,0.1755,0.8409,0.6389,1.3242,0.2982,1.6353,-0.3041,0.9179,1.0895,0.3157,0.2398,0.3528,0.2648,-0.5656,0.1915,0.6294,-0.9835,0.0535,-0.0883,0.2655,-0.4026,-0.3628,2.3242,-0.9232,-0.3723,0.6211,0.0000,-0.2748,1.4177
-1.6171,-2.2372,0.0657,1.2598,1.2423,-0.9354,-0.7223,-1.7246,-0.0656,3.1441,0.4973,0.0066,-2.1282,0.5180,-0.8278,0.8416,-0.0212,-1.5362,-1.9076,-0.3656,0.2081,-1.1302,-0.4969,-0.0266,-0.1926,-0.9468,0.4918,-0.0181,0.8350,0.2881,0.1808,-0.3710,-0.4609,0.1056,-0.2818,-0.3872,0.5737,-0.4473,1.2523,2.9078,1.4605,-0.2748,0.0000,4.6787
-2.5187,-2.6922,2.7413,0.4665,-0.0224,0.2325,-0.2551,-0.7371,0.1321,-0.1086,-0.5468,0.2982,-1.1739,1.0570,0.5945,-0.3972,4.2020,-0.2070,-0.7820,-0.0376,-1.2160,-0.8551,0.5026,0.0988,-1.0038,-0.2946,0.0614,0.1605,-0.0265,0.2828,-0.1059,-0.6156,-0.2806,-0.1550,0.1924,-0.5679,-1.0899,1.9745,1.2422,0.8378,2.5565,1.4177,4.6787,0.0000
